;;;;;;Series;BEGINNERS ;;;;;;;ENTHUSIAST;;;;;;;;;;;;;STARTER;;;;;;;;;;;;;;;;BASIC;;;;;;;;;TECHNO;;;;;;DYNAMIC;;;;;;;;;;;;COLLECTION;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;EVOLUTION;;;;;;Action Control;;Mystery Sets;;;;;;;;;MISSION UNIVERSE;;;;;;;;;MASTER CONNECTION;;;;;;Sp. Edt.;Ltd. Edt.;MOTION SYSTEM;;;;;;;;;;;;;;;;;;;;
;;;;;;Set Number;301;1311;302;1312;303;1313;304;1314;205;1215;206;1216;207;1217;208;1218;209;1219;210;1223(2);101;102;103;104;105;106;201;202;203;204;301;302;303;501;502;503;401;1401;402;1402;403;1403;404;5402;8403;1404;405;1405;406;1316;2231;4015;4016;4033;4034;4036;4037;4065;4068;8256;7064;2325;5215;2101;2102;2103;2104;2105;2106;2201;2202;2203;2204;2205;2207;2301;2302;2303;2304;2305;2401;2403;2404;2405;2501;2502;2503;2504;2920;2930;2940;2950;3910;3920;501;502;503;504;505;506;9515;9526;NoNr01;NoNr02;499622;499623;499624;499630;499751;499860;490001;4800;4805;4806;4810;4820;4830;4831;4840;4850;10;20;30;40;50;60;7080;;1511;1512;1513;1514;1515;1516;1517;1518;1519;2511;2512;2513;3505;3506;3507;4505;5510;6520;7530;8540;9550
;;;;;;Set Name;Begin.;Suppl.;Begin.;Suppl.;Begin.;Suppl.;Begin.;Suppl.;Enth.;Suppl.;Enth.;Suppl.;Enth.;Suppl.;Enth.;Suppl.;Enth.;Suppl.;Enth.;Mecha;Dump;Mechan;Bulldo;Motor;Lorry ;Road ;Tractor;Trailer;Plough;Combine;Breakd.;Rescue ;Water;Sky;Space;Intercep;Basic 1;Conv.;Basic 2;Conv.;Basic 3;Conv.;Basic 4;Erector;Erector;Conv.;Techno;Conv.;Techno;Conv.;Techno;Motor ;Motor;Helicopt;Aircraft;Racing;Racing;4 Wheel;Rescue;Ferris;Master;Power;Storage;Rescue;Scout;Dire;Survey;Sky;Sky;Dragster;Formula;Indy;Go Kart;Midget;Sand;Flat Tra;Low;Dune;Motor;Smooth;Snow;Farm;Lift &;Crusher;Rough;Fire;Trouble;Quad;Cloud;Big;Wind;Cool;Road;Super;Evolut;Evolut;Evolut;Evolut;Evolut;Evolut;Moon;Building;Helyco;Kart;;;;;;;Same as;XR;Energy;Obervat;Defender;Meta;Detector;Interstel;Space;Space;Cyber;Cyber;Roto;Abyss;Survivor;6 x 4;Anniver;Centenial;Forklift;Helicop;Crazy;Three;Gliding;MerryGo;Quad;Motor;Micro;2 Model;2 Model;2 Model;5 Model;5 Model;5 Model;7 Model;10 Mod.;20 Mod.;30 Mod.;40 Mod.;50 Mod.
37;b;;;br;"Bolt, 15/64"", round head";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;601;;;;;;;;;;;;;;;;;;;;;
37;b;;;zn;"Bolt, 15/64"", hex. socket head";;51;11;62;13;75;18;93;2;95;39;134;30;164;22;186;74;260;420;682;30;34;22;26;25;30;23;15;19;22;53;41;28;26;22;25;27;58;14;72;27;99;20;108;72;99;24;130;27;157;7;8;42;45;24;26;72;72;82;72;120;165;;;11;18;20;19;8;23;11;13;16;8;15;9;8;12;11;4;4;18;10;13;12;10;10;9;7;26;12;25;18;36;36;26;37;47;59;91;141;41;75;12;5;6;3;5;2;;8;8;;;2;31;27;8;;29;128;;;;38;;;;;12;15;9;10;15;6;;;;;;;;;;;;;;;
37;b;;bk;bkq;"Bolt, 15/64"", hex. socket head";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;16;26;16;9;1;3;53;74;19;8;21;27;;37;66;65;;;;;;;;7;8;9;10;12;11;18;19;19;10;36;49;70;59;110
37;h;;;zn;Lock Nut, square;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;8;19;8;6;12;18;14;7;8;4;17;14;3;17;;;;1;4;;;;1;;2;;;;;;4;;4;8;9;9
37;h;;;zn;Lock Nut, hexagonal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;7;;;;
38;;;;zn;Washer;;11;;11;9;20;5;25;;18;6;24;6;30;4;34;10;44;41;85;18;5;12;5;8;3;18;29;2;28;8;17;28;24;10;2;8;11;8;19;8;27;7;34;19;27;5;39;9;48;;2;27;28;21;21;19;19;27;15;12;58;;;4;3;3;3;5;;;;;4;;1;5;9;;1;2;2;1;4;6;2;2;;2;4;;;;;;2;2;2;2;5;8;18;22;;8;;;;;6;;;4;16;22;2;17;16;36;17;9;8;11;18;7;4;7;28;79;9;1;;3;10;2;;1;1;4;2;4;9;4;4;3;13;14;18;9;23
38;a;;bk;pl;"Plastic Washer, 1/4"" thickness";;;;;;;;;;;;;;;;;;;;;;5;1;5;7;7;13;2;;;2;5;7;7;14;9;13;4;1;5;0;5;2;7;5;5;4;11;1;12;;1;13;15;13;14;13;13;32;6;16;22;;;8;4;4;4;10;5;9;6;4;13;6;3;2;1;5;3;4;6;8;5;4;9;12;9;2;7;6;2;5;9;10;5;7;10;10;16;16;16;24;5;5;2;5;2;7;2;;;4;14;16;1;4;7;21;27;36;4;3;2;39;27;20;;;;;;;;;;1;;;;;;;;;;;;;
38;a;;bl;pl;"Plastic Washer, 1/4"" thickness";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;4;;;;;;;;
38;a;;gru;pl;"Plastic Washer, 1/4"" thickness";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;1;;5;5;;;;;;
38;a;;gyd;pl;"Plastic Washer, 1/4"" thickness";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38;;;;;;;;;;;;5;;;;;5;;;;;
38;a;;or;pl;"Plastic Washer, 1/4"" thickness";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;;;;;;;;4;;;4;;2;;;;;21;11;26;29;55
38;a;;pr;pl;"Plastic Washer, 1/4"" thickness";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;
38;a;;rd;pl;"Plastic Washer, 1/4"" thickness";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;
38;a;;yl;pl;"Plastic Washer, 1/4"" thickness";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;3;;;;;;;;;;;;
38;b;;bk;pl;Plastic Washer, 5 mm thickness;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;;;0;;0;;;;;;;;;;;;;;;;;;;;;1;;;;;;;2;;;5;2;;;1;;;;;4;;;3;5;;2;5;5;5;5;10;10;9;11;;;;;;;;;;4;9;;;;;13;;;7;4;9;2;8;30;;;;;;;;;;;;;;;;;;;;;;;
38;b;;gru;pl;Plastic Washer, 5 mm thickness;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;5;;;;;;;;;
38;b;;gy;pl;Plastic Washer, 5 mm thickness;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;;;;;;;1;3;3;;;2;;;;;10;;3;4;9;10
38;b;;or;pl;Plastic Washer, 5 mm thickness;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;;;;;;;;;;2;;;;;;;;;;;
38;b;;orl;pl;Plastic Washer, 5 mm thickness;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;2;5;2;;14;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38;b;;rd;pl;Plastic Washer, 5 mm thickness;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;
38;d;;;zn;"Washer, 3/4"" diam.";;;;;;;2;2;;2;;2;;2;;2;;2;2;4;;;;;;;;;;;;;;;;;;;0;;0;;2;2;;;0;2;0;2;;;10;10;;;;;;;;;;;;;1;1;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;4;;;;;;;2;;5;;;;;;;;;;;;;;;;;;;;;;;;;;2
38;d;;orl;sp;"Washer, 3/4"" diam.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38;d;;rdS;sp;"Washer, 3/4"" diam.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;;;0;;0;;;;1;1;;;;;;;;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40;;;bk;nd;Hank of Cord;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;1;0;1;1;1;1;1;0;1;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;;1;;;;;;;;;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;1;2;;;;;;;;;;;;;;1;1;;;1;1;1;1
40;;;wt;nd;Hank of Cord;;1;;1;;1;;1;1;2;;2;1;3;;3;1;4;4;8;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41;;;bl;pl;Plastic wire, 1mm diam. x 8 cm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;
41;;;gru;pl;Plastic wire, 1mm diam. x 7.5 cm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41;;;gru;pl;Plastic wire, 1mm diam. x 11 cm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;
41;;;gy;pl;Plastic wire, 1mm diam. x 11 cm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;2;;;;1;;2;;;;;;;;;;;;;;;;;;;;;;;
41;;;orl;pl;Plastic wire, 1mm diam. x 10 cm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;
41;;;pr;pl;Plastic wire, 1mm diam. x 12 cm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;
41;;;rd;pl;Plastic wire, 1mm diam. x 12 cm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;
41;;;yl;pl;Plastic wire, 1mm diam. x 8 cm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;
41;b;;gy;pl;Ship's Propeller Plastic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;
41;b;;or;pl;Ship's Propeller Plastic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
43;;;bk;st;"Tension Spring, 2"" long";;;;;;;;;;;;;;;;;;;4;4;;;;;;;;;;;;;;;;;;;0;;0;;0;;;;1;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;
44;;;;zn;Bent Strip, Stepped;;;;;;;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45;;;;zn;Double Bent Strip;;;;;;;;;;;1;1;;1;1;2;1;3;1;4;;;;;;;;;;;;;1;;;;;;0;;0;;1;1;;;0;1;0;1;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;1;;1;;1;;;;1;;;;;1;1;1;1
45;;;grd;sp;Double Bent Strip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;
45;;;wt;sp;Double Bent Strip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45;a;;rdE;sp;Double Angle Channel Strip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45;a;;rdS;sp;Double Angle Channel Strip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;;;0;;0;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46;;;;zn;"Double Angle Strip, 2 1/2"" x 1""";;;;;;;;;;;;;;;1;1;1;2;2;4;;;;;;;;;;;1;;;;;;;;0;;0;;0;;;;0;;0;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;;1;;2
46;a;;;zn;"Double Angle Strip, 1 1/2"" x 1""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;;;0;;0;;;;;;;;1;1;2;1;1;4;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;2;2;;1;;;;;;;;;;;;;;;;2;1;1;;;1;1;;1;2;;;;;;;;;;;;;1;2;2;2;;1;;1;2;2
47;;;;zn;"Double Angle Strip, 2 1/2"" x 1 1/2""";;;;;;;;;;;;;;;;;;;2;2;1;;;;;;;;;;;;;;;;;;0;;0;;0;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;
47;;;gru;sp;"Double Angle Strip, 2 1/2"" x 1 1/2""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;
47;a;;;zn;"Double Angle Strip, 3"" x 1 1/2""";;;;;;;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47;b;;wt;sp;"Double Angle Strip, 3"" x 1 1/2""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48;;;;zn;"Double Angle Strip, 1 1/2"" x 1/2""";;;;;;;;;2;2;;2;;2;;2;;2;2;4;;1;1;2;1;3;4;2;;;2;5;2;5;;;;2;0;2;0;2;2;4;2;2;0;4;0;4;;;1;1;2;2;7;7;4;2;1;10;;;1;;;;1;;;;;1;;1;;;;;;;1;;3;;1;;;;;;;3;;3;3;3;3;3;4;2;2;1;2;;;;;;;;;1;1;;1;2;2;8;1;1;;5;;2;;;;;;;;1;;;;1;1;;;2;1;1;1;1;2;1;2;2
48;;;bkf;sp;"Double Angle Strip, 1 1/2"" x 1/2""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48;;;blF;sp;"Double Angle Strip, 1 1/2"" x 1/2""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48;;;grd;sp;"Double Angle Strip, 1 1/2"" x 1/2""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;
48;;;or;sp;"Double Angle Strip, 1 1/2"" x 1/2""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;
48;;;rdE;sp;"Double Angle Strip, 1 1/2"" x 1/2""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48;;;wt;sp;"Double Angle Strip, 1 1/2"" x 1/2""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;;;0;;0;;;;;;;;3;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48;;;ylE;sp;"Double Angle Strip, 1 1/2"" x 1/2""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48;;;ylF;sp;"Double Angle Strip, 1 1/2"" x 1/2""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;;;0;;0;;;;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48;;;ylu;sp;"Double Angle Strip, 1 1/2"" x 1/2""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
48;a;;;zn;"Double Angle Strip, 2 1/2"" x 1/2""";;2;;2;;2;;2;4;6;2;8;;8;2;10;;10;2;12;;;2;;1;3;;;;;1;;;;;;;2;2;4;2;6;0;6;4;6;0;6;2;8;;;;;;;1;1;;4;4;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;6;4;;1;;;;;;;;;;;;;;1;;;;;;;;;;3;;;;;;;2;;;;;;;;;;;1;2;;;2
48;a;;bkf;sp;"Double Angle Strip, 2 1/2"" x 1/2""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48;a;;blF;sp;"Double Angle Strip, 2 1/2"" x 1/2""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;;;0;;0;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48;a;;grd;sp;"Double Angle Strip, 2 1/2"" x 1/2""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;
48;a;;wt;sp;"Double Angle Strip, 2 1/2"" x 1/2""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;;;0;;0;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48;b;;;zn;"Double Angle Strip, 3 1/2"" x 1/2""";;;;;;;;;;;;;2;2;;2;4;6;2;8;;;;;;;;;;;;;;;;;;;0;;0;;0;;;;0;;0;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
