;;;;;;Series;Repackaged / Renumbered / Relaunched Sets 2014;;;;;;;;;;;;;;;;;;;;;;;;;;New Sets 2014 and early 2015;;;;;;;;;;;;;;;;;;;;;;New Brand Image, from mid 2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;New Sets 2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Set Number;6024196;6024655;6023644;6023647;6023896;6023648;6023897;6024139;6024683;6024748;6024749;6023566;6024603;6023638;6023890;6023639;6023684;6023686;6023688;6023892;6024526;6024598;6024853;6024855;6024464;6024133;6023958;6023590;6023640;6023682;6024820;6024594;6024785;6024788;6024790;6024794;6024796;6024798;6024802;6024805;6024807;6024809;6024811;6024822.1;6024822.2;6024822.3;6024822.4;6024828;14302;14303;14309;15101;15102;15103;15104;15105;15106;15107;15201a;15201b;15201c;15201d;15201e;15202;15203;15204;15205;15206;15207;15301;15302;15303;15304;15305;15306;15308;15309;15310;15401;15402;15403;16102;16103;16104;16105;16107;16108;16201;16202;16203;16204;16205;16207;16208;16209;16210;16211;16212;16214;16215;16301;16303;16304;16305(1);16305(2);16307;16308;16309;16310;16401;16402;16403;16404;16405
;;;;;;Set Name;3 Mod.;5 Mod.;10 Mod.;15 Mod.;15 Mod.;20 Mod.;20 Mod.;25 Mod.;35 Mod.;40 Mod.;50 Mod.;50 Mod.;Radio;Mini;Mini;Motor;4 x 4;Tow;Crane;Excavator;Eiffel;Empire;Big Ben;Capitol;100th;Super;25 Mod.;RC Rally;Excavator;Quad;RC Race;Pirate;Jun. Front;Junior;Junior;Jun. Easy;J. Advan.;J. 100 Pc;J. 150 Pc;Rescue Fi;Construc.;Flight;Off Road;Starter;Starter;Starter;Starter;Tower;Racer;Autocross;Pirate;Jun. Easy;J. Advan.;J. 100 Pc;J. 150 Pc;Jun. Front;Junior;Junior;Starter;Starter;Starter;Starter;Starter;Rescue;Construc.;Flight;Space;Desert;Mountain;Canyon ;Tactical;Race;Tower;Eiffel;Empire;Tower;Thunder;Outdoor;Mecanoid;Mecanoid;Expans.;J. Mighty;J. Truck.;J. Pull Bk.;Insect;Police;Rescue;Starter;Starter;Starter;St. Pocket;Insects;Serengeti;Race Cars;Dinosaurs;Off-Road;Aerial;4X4 Off-;Super;4X4 Off-;Excavator;Roadster;Meccasaur;Ducati;Boeing;Lamborg.;Lamborg.;Ferrari;LaFerrari;Micronoid;Meccanoid;Meccanoid;Micronoid;Micronoid
;;;;;;;Set;Set;Set;Set;Set;Set;Set;Set;Set;Set;Set;Set;Cont. Pro;Loader;Loader;cycle;;Truck;Truck;;Tower;State Bld.;;Hill;Anniv. St;Construc.;Set;Car;;(green);Car;Ship;Loader;Airplane;Race Car;Toolbox;Toolbox;Bucket;Bucket;re Truck;Loader;Jet;;Hot Rod;Tractor;Dirt Bike;Drone;Bridge;Quad;RC;Ship;Toolbox;Toolbox;Bucket;Bucket;Loader;Airplane;Race Car;Race Car;Mtrcycle;Drone;ATV;Chopper;Squad;Crew;Advent.;Quest;Advent.;Rally;Crawler;Copter;Car;Bridge;Tower;State Bld.;Crane;bird 2;Advent.;G15;G15KS;Pack;Cycles;Tractor;Race Car;Mania;Station;Fire Truck;Scooter;Jet;Helicopt.;Bike;;Safari;;;Rally;Rescue;Road Trk;Const. Set;Road Trk;;RC;;Monster;Dreamlnr;Aventador;Huracan;488 Spider;;Socket;2.0;XL 2.0;Basher;Switch
;;B584;wt;sm;Flexible Curved Strip, 100 mm, 115 mm radius;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;B586;bk;pl;8 holes Flat Strip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;B586;bn;pl;8 holes Flat Strip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;B586;gr;pl;8 holes Flat Strip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;B586;gy;pl;8 holes Flat Strip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;B586;wt;pl;8 holes Flat Strip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;B608;bk;sm;Isosceles Triangular Flexible Plate, 38 x 25 mm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;B608;gdl;sm;Isosceles Triangular Flexible Plate, 38 x 25 mm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;B634;;zn;Axle Rod Triangular Section 165mm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;;;;;;;;;;;;;;
;;B639;gys;pl;Plastic Semi-Globe Window;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;B664;gr;sm;Flexible Plate, 115 x 38 mm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;B666;bk;sp;Perforated Strip, 100 mm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;B684;;zn;Isosceles Triangular Cupped Plate, 38 x 25 mm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;B684;bkf;sp;Isosceles Triangular Cupped Plate, 38 x 25 mm;;;1;;;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
;;B684;grl;sp;Isosceles Triangular Cupped Plate, 38 x 25 mm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;B684;or;sp;Isosceles Triangular Cupped Plate, 38 x 25 mm;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;B684;rd;sp;Isosceles Triangular Cupped Plate, 38 x 25 mm;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;B695;grl;sp;Isosceles Triangular Cupped Plate, 50 x 38 mm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;B696;;zn;"Pivot Bolt, 38mm (1 1/2""), hex socket head";;;;;;;2;2;2;;;;;;;;3;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;20;2;;;;;;;;;;;;;;;4;;4;;6;;;4;6;;;;;;;8;20;;
;;B696;bk;bkq;"Pivot Bolt, 38mm (1 1/2""), hex socket head";;;;;;;;;;;;;;;;;;;2;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;B698;;zn;Narrow Slotted Strip 60 mm;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;B708;;st;Bowden Cable 300 mm;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;B711;bl;pl;Flexible Plate;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;B711;rd;pl;Flexible Plate;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;B713;grt;pl;Flexible Plate;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;B713;rd;pl;Flexible Plate;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;2;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;B715;bk;pl;Flexible Plate;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;B716;rd;pl;Short Flexible Strip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;B716;yl;pl;Short Flexible Strip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;B717;rd;pl;Double Angle Strip 5 x 1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;2;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;B718;bk;pl;Obtuse Reversed Angle Bracket ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;B718;yl;pl;Obtuse Reversed Angle Bracket ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;B719;bl;pl;Flexible Plate;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;B719;or;pl;Flexible Plate;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;B719;rd;pl;Flexible Plate;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;B822;bk;pl;Angle Bracket 1 x 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;B822;gy;pl;Angle Bracket 1 x 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;B822;rd;pl;Angle Bracket 1 x 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;B823;rd;pl;Double Bracket  / Fishplate;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;B824;yl;pl;Flexible Double Triangle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;B825;bk;pl;Flexible Triangle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;B825;wt;pl;Flexible Triangle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;B825;yl;pl;Flexible Triangle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;B828;bk;pl;Flexible Strip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;B841;gy;pl;Curved Flexible Strip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;B841;wt;pl;Curved Flexible Strip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;B855;wt;sm;Flexible Plate, 100 x 38 mm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;B864;gr;sm;Flexible Plate, 50 x 38 mm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;B953;bk;pl;Rod Holder;;;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;B953;orlt;pl;Rod Holder;;;;;2;2;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;B969;rd;sm;Flex. plate, 125 x 60 mm, with 2 corners cut away;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;B970;rd;sp;Isosc. Trapez. Cupped Plate, 60 x 38 x 50 mm;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;B974;grl;sm;"Flexible Narrow Perforated Strip, 60 mm (2 1/2"")";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;
;;C088;bk;bkq;Box Spanner        (replaces 034 from 2008);;1;1;1;1;1;1;1;1;2;1;1;2;1;1;1;1;1;1;1;1;;;;;1;1;1;1;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;
;;C109;gru;pl;Windscreen;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;C109;rd;pl;Windscreen;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;C134;bn;pl;"Pulley, 1 1/2"" diam. without boss";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;C135;bk;pl;Connector, TriFlat Rods to Screwed Rods;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;C190;bk;sm;"Flexible Narrow Perforated Strip, 75 mm (3"")";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;
;;C242;wt;sm;Shaped Flexible Plate, 60 x 38 mm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;C243;bk;sm;Curved Flexible Plate 100 x 25 mm;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;C258;wt;sp;Curved Strip, 90 mm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;C323;;zn;Isosceles Triangular Cupped Plate, 25 x 12 mm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;2;1;1;;;;;;;;;;;;;1;1;2;;;;1;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;C329;;zn;Narrow Strip, 25 mm, 3 hole;;;;;;;;;;;;;;;;;;;7;;2;;;;;;;;;2;;;;;;;;;;;;;;;;;;;12;;;;;;;;;;;;;;1;;;;;;;;;1;;12;16;;;;;;;;;;;;;;;;1;;;;;;;2;;;;;;;;;;;;;;;;;
;;C329;grl;sp;Narrow Strip, 25 mm, 3 hole;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;
;;C330;;zn;Narrow Angle Bracket, 12 x 12 mm;;;;;;;;;;;;;;;;;1;3;;;3;;;;;;;;;3;3;;;;;;;;;;2;;2;2;;1;;;16;3;;;;;;;;;;;;;;;2;;2;;;6;2;;10;16;;;6;13;6;;;;;;;;;;1;3;;;;;4;5;4;;12;;14;;1;;;4;18;6;2;18;;;;;
;;C330;rd;sp;Narrow Angle Bracket, 12 x 12 mm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;2;6;;;;;
;;C330;wt;sp;Narrow Angle Bracket, 12 x 12 mm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;C330;yl;sp;Narrow Angle Bracket, 12 x 12 mm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;
;;C331;;zn;Narrow Obtuse Double Bracket, 12 x 12 mm;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;4;2;;2;;;;;;;;;;;3;2;1;;;;4;;2;;;;;;;;;1;;;;;;;3;8;2;;2;3;2;4;30;;;10;2;;;;;;;;;;;;;;;1;2;6;;5;;;3;;2;;;;4;;;;;;;;
;;C353;bk;pl;Clip Fastener;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;C353;rd;pl;Clip Fastener;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;C369;bl;sp;Obtuse Flanged Trapezoidal Plate;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;C369;orl;sp;Obtuse Flanged Trapezoidal Plate;;;;;3;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;C369;rd;sp;Obtuse Flanged Trapezoidal Plate;;;;;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;C371;bl;sp;Bent Braced Girder, 115 mm;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;C371;orl;sp;Bent Braced Girder, 115 mm;;;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;C371;wt;sp;Bent Braced Girder, 115 mm;;;;;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;C371;yl;sp;Bent Braced Girder, 115 mm;;;;2;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;C372;bk;nd;Shock Absorber, complete;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;1;;;;;;3;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;
;;C372;orl;nd;Shock Absorber, complete;;;1;;;;;;4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;C375;bk;pl;Profiled Rod, 170 mm;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;C375;gy;pl;Profiled Rod, 170 mm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
;;C375;gys;pl;Profiled Rod, 170 mm;;;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
